Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Days on Market MoM,Days on Market YoY
"Bothell, WA",8/31/2020,700,233,221,95,6,-1,-15
"Bothell, WA",9/30/2020,750,233,190,99,5,-1,-18
"Bothell, WA",10/31/2020,723,160,108,53,5,0,-24
"Bothell, WA",11/30/2020,718,164,109,41,6,1,-32
"Bothell, WA",12/31/2020,758,102,138,49,6,0,-46
"Bothell, WA",1/31/2021,782,126,157,44,6,0,-6
"Brier, WA",1/31/2012,540,7,5,26,147,71,38
"Brier, WA",2/29/2012,500,1,3,24,142,-5,49
"Brier, WA",3/31/2012,275,4,5,15,103,-39,-59
"Brier, WA",4/30/2012,500,9,8,13,102,-1,25
"Brier, WA",5/31/2012,310,9,4,9,27,-75,-52
"Brier, WA",6/30/2012,310,4,7,9,141,114,121
"Brier, WA",7/31/2012,285,10,7,8,77,-64,47
"Brier, WA",8/31/2012,330,5,4,6,30,-47,-36
"Brier, WA",9/30/2012,280,6,7,9,129,99,39
"Brier, WA",10/31/2012,340,3,3,8,14,-115,-1
"Brier, WA",11/30/2012,360,7,4,8,32,18,-26
"Brier, WA",12/31/2012,342,1,8,11,5,-27,-71
"Brier, WA",1/31/2013,350,5,7,14,51,46,-96
"Brier, WA",2/28/2013,330,6,12,14,12,-39,-130
"Brier, WA",3/31/2013,326,11,10,10,13,1,-90
"Brier, WA",4/30/2013,402,12,12,9,17,4,-85
"Brier, WA",5/31/2013,299,10,12,18,7,-10,-20
"Brier, WA",6/30/2013,400,8,10,20,21,14,-120
"Brier, WA",7/31/2013,274,6,3,15,12,-9,-65
"Brier, WA",8/31/2013,460,4,5,15,36,24,6
"Brier, WA",9/30/2013,299,7,6,11,35,-1,-94
"Brier, WA",10/31/2013,359,7,9,14,15,-20,1
"Brier, WA",11/30/2013,315,7,3,14,10,-5,-22
"Brier, WA",12/31/2013,462,2,9,13,31,21,26
"Brier, WA",1/31/2014,447,9,9,15,63,32,12
"Brier, WA",2/28/2014,440,7,13,14,27,-36,15
"Brier, WA",3/31/2014,410,7,7,12,113,86,100
"Brier, WA",4/30/2014,562,4,16,16,32,-81,15
"Brier, WA",5/31/2014,394,11,10,17,7,-25,0
"Brier, WA",6/30/2014,405,3,10,20,4,-3,-17
"Brier, WA",7/31/2014,335,9,4,17,25,21,13
"Brier, WA",8/31/2014,450,9,6,14,11,-14,-25
"Brier, WA",9/30/2014,397,12,10,14,12,1,-23
"Brier, WA",10/31/2014,670,9,2,9,33,21,18
"Brier, WA",11/30/2014,436,6,2,6,7,-26,-3
"Brier, WA",12/31/2014,590,5,8,12,41,34,10
"Brier, WA",1/31/2015,401,5,6,9,15,-26,-48
"Brier, WA",2/28/2015,440,6,10,8,5,-10,-22
"Brier, WA",3/31/2015,637,12,9,7,25,20,-88
"Brier, WA",4/30/2015,490,7,12,12,6,-19,-26
"Brier, WA",5/31/2015,460,15,12,14,11,5,4
"Brier, WA",6/30/2015,456,8,10,12,9,-2,5
"Brier, WA",7/31/2015,420,11,14,15,7,-2,-18
"Brier, WA",8/31/2015,435,10,7,15,31,24,20
"Brier, WA",9/30/2015,362,4,9,12,16,-15,4
"Brier, WA",10/31/2015,535,5,4,8,21,5,-12
"Brier, WA",11/30/2015,419,10,1,6,57,36,50
"Brier, WA",12/31/2015,644,5,4,4,50,-7,9
"Brier, WA",1/31/2016,469,5,2,3,10,-40,-5
"Brier, WA",2/29/2016,533,5,9,6,9,-1,4
"Brier, WA",3/31/2016,520,3,16,9,4,-5,-21
"Brier, WA",4/30/2016,525,17,13,8,7,3,1
"Brier, WA",5/31/2016,481,14,11,8,7,0,-4
"Brier, WA",6/30/2016,551,10,11,13,8,1,-1
"Brier, WA",7/31/2016,525,5,9,12,5,-3,-2
"Brier, WA",8/31/2016,480,6,12,13,11,6,-20
"Brier, WA",9/30/2016,468,9,5,8,10,-1,-6
"Brier, WA",10/31/2016,518,10,6,6,9,-1,-12
"Brier, WA",11/30/2016,500,7,3,2,46,37,-11
"Brier, WA",12/31/2016,565,9,4,3,28,-18,-22
"Brier, WA",1/31/2017,433,3,4,5,7,-21,-3
"Brier, WA",2/28/2017,500,4,6,2,8,1,-1
"Brier, WA",3/31/2017,415,4,7,4,13,5,9
"Brier, WA",4/30/2017,500,9,14,9,7,-6,0
"Brier, WA",5/31/2017,658,6,11,11,8,1,1
"Brier, WA",6/30/2017,631,9,9,11,8,0,0
"Brier, WA",7/31/2017,575,13,11,6,12,4,7
"Brier, WA",8/31/2017,610,12,12,5,8,-4,-3
"Brier, WA",9/30/2017,623,14,6,2,11,3,1
"Brier, WA",10/31/2017,555,7,8,5,14,3,5
"Brier, WA",11/30/2017,660,5,3,3,4,-10,-42
"Brier, WA",12/31/2017,750,5,4,0,4,0,-24
"Brier, WA",1/31/2018,780,6,6,2,8,4,1
"Brier, WA",2/28/2018,825,7,5,4,8,0,0
"Brier, WA",3/31/2018,570,3,9,5,5,-3,-8
"Brier, WA",4/30/2018,605,7,13,9,5,0,-2
"Brier, WA",5/31/2018,911,8,13,9,13,8,5
"Brier, WA",6/30/2018,635,14,6,10,10,-3,2
"Brier, WA",7/31/2018,750,4,14,14,28,18,16
"Brier, WA",8/31/2018,550,8,17,26,10,-18,2
"Brier, WA",9/30/2018,680,7,7,22,25,15,14
"Brier, WA",10/31/2018,570,7,7,19,34,9,20
"Brier, WA",11/30/2018,500,7,3,18,12,-22,8
"Brier, WA",12/31/2018,515,5,6,11,61,49,57
"Brier, WA",1/31/2019,521,8,4,12,63,2,55
"Brier, WA",2/28/2019,799,7,17,10,8,-55,0
"Brier, WA",3/31/2019,870,13,13,15,18,10,13
"Brier, WA",4/30/2019,625,11,15,14,7,-11,2
"Brier, WA",5/31/2019,656,13,10,10,16,9,3
"Brier, WA",6/30/2019,675,15,13,13,14,-2,4
"Brier, WA",7/31/2019,719,8,8,16,13,-1,-15
"Brier, WA",8/31/2019,600,3,11,15,26,13,16
"Brier, WA",9/30/2019,743,12,6,13,57,31,32
"Brier, WA",10/31/2019,606,8,4,10,55,-2,21
"Brier, WA",11/30/2019,592,6,2,6,13,-42,1
"Brier, WA",12/31/2019,615,9,5,7,82,69,21
"Brier, WA",1/31/2020,660,3,3,7,4,-78,-59
"Brier, WA",2/29/2020,748,4,4,5,45,41,37
"Brier, WA",3/31/2020,742,4,6,6,44,-1,26
"Brier, WA",4/30/2020,656,4,5,5,11,-33,4
"Brier, WA",5/31/2020,630,6,9,4,14,3,-2
"Brier, WA",6/30/2020,744,12,13,12,8,-6,-6
"Brier, WA",7/31/2020,663,10,11,4,14,6,1
"Brier, WA",8/31/2020,675,12,9,4,5,-9,-21
"Brier, WA",9/30/2020,753,7,14,4,5,0,-52
"Brier, WA",10/31/2020,713,14,2,1,5,0,-50
"Brier, WA",11/30/2020,1050,5,5,1,13,8,0
"Brier, WA",12/31/2020,870,7,8,3,3,-10,-79
"Brier, WA",1/31/2021,708,6,4,1,5,2,1
"Burien, WA",1/31/2012,181,36,59,189,91,0,-54
"Burien, WA",2/29/2012,194,44,51,174,107,16,-45
"Burien, WA",3/31/2012,211,50,39,155,75,-32,15
"Burien, WA",4/30/2012,194,49,78,169,43,-32,-5
"Burien, WA",5/31/2012,220,40,56,154,35,-8,-19
"Burien, WA",6/30/2012,235,61,70,155,31,-4,-61
"Burien, WA",7/31/2012,175,67,62,158,65,34,11
"Burien, WA",8/31/2012,194,40,59,164,42,-23,-41
"Burien, WA",9/30/2012,202,51,55,148,31,-11,-45
"Burien, WA",10/31/2012,240,45,42,129,45,14,-20
"Burien, WA",11/30/2012,232,54,36,126,41,-4,-29
"Burien, WA",12/31/2012,184,36,57,127,62,21,-29
"Burien, WA",1/31/2013,215,39,52,121,41,-21,-50
"Burien, WA",2/28/2013,190,49,71,116,18,-23,-89
"Burien, WA",3/31/2013,242,67,74,123,25,7,-50
"Burien, WA",4/30/2013,250,59,78,138,13,-12,-30
"Burien, WA",5/31/2013,240,52,75,159,30,17,-5
"Burien, WA",6/30/2013,250,64,79,176,29,-1,-2
"Burien, WA",7/31/2013,275,57,80,183,18,-11,-47
"Burien, WA",8/31/2013,245,55,72,196,17,-1,-25
"Burien, WA",9/30/2013,245,56,59,188,25,8,-6
"Burien, WA",10/31/2013,250,41,38,169,39,14,-6
"Burien, WA",11/30/2013,230,35,28,146,41,2,0
"Burien, WA",12/31/2013,219,38,53,139,64,23,2
"Burien, WA",1/31/2014,254,43,67,142,54,-10,13
"Burien, WA",2/28/2014,263,48,52,129,36,-18,18
"Burien, WA",3/31/2014,272,54,67,123,39,3,14
"Burien, WA",4/30/2014,250,59,69,130,43,4,30
"Burien, WA",5/31/2014,267,68,58,127,17,-26,-13
"Burien, WA",6/30/2014,283,47,77,154,21,4,-8
"Burien, WA",7/31/2014,255,53,61,151,36,15,18
"Burien, WA",8/31/2014,283,60,74,154,25,-11,8
"Burien, WA",9/30/2014,245,56,42,149,27,2,2
"Burien, WA",10/31/2014,269,40,30,126,44,17,5
"Burien, WA",11/30/2014,275,41,30,102,48,4,7
"Burien, WA",12/31/2014,250,39,49,94,29,-19,-35
"Burien, WA",1/31/2015,260,38,66,101,57,28,3
"Burien, WA",2/28/2015,246,70,64,87,18,-39,-18
"Burien, WA",3/31/2015,286,56,80,93,9,-9,-30
"Burien, WA",4/30/2015,310,68,84,109,8,-1,-35
"Burien, WA",5/31/2015,310,56,62,113,11,3,-6
"Burien, WA",6/30/2015,310,65,73,118,11,0,-10
"Burien, WA",7/31/2015,325,61,70,110,13,2,-23
"Burien, WA",8/31/2015,290,77,69,119,10,-3,-15
"Burien, WA",9/30/2015,295,45,67,114,23,13,-4
"Burien, WA",10/31/2015,306,62,37,100,23,0,-21
"Burien, WA",11/30/2015,330,47,33,81,43,20,-5
"Burien, WA",12/31/2015,324,39,40,73,18,-25,-11
"Burien, WA",1/31/2016,333,42,49,67,40,22,-17
"Burien, WA",2/29/2016,385,47,71,81,10,-30,-8
"Burien, WA",3/31/2016,325,53,75,92,17,7,8
"Burien, WA",4/30/2016,370,64,78,89,10,-7,2
"Burien, WA",5/31/2016,383,81,98,104,8,-2,-3
"Burien, WA",6/30/2016,375,74,95,111,8,0,-3
"Burien, WA",7/31/2016,357,76,79,113,10,2,-3
"Burien, WA",8/31/2016,332,68,73,121,12,2,2
"Burien, WA",9/30/2016,356,54,51,113,17,5,-6
"Burien, WA",10/31/2016,323,49,40,81,11,-6,-12
"Burien, WA",11/30/2016,350,64,30,58,28,17,-15
"Burien, WA",12/31/2016,366,56,42,52,30,2,12
"Burien, WA",1/31/2017,367,36,44,42,29,-1,-11
"Burien, WA",2/28/2017,352,58,71,50,11,-18,1
"Burien, WA",3/31/2017,403,58,81,61,8,-3,-9
"Burien, WA",4/30/2017,395,71,86,63,7,-1,-3
"Burien, WA",5/31/2017,422,72,86,71,8,1,0
"Burien, WA",6/30/2017,425,73,91,84,7,-1,-1
"Burien, WA",7/31/2017,399,84,74,75,9,2,-1
"Burien, WA",8/31/2017,392,74,68,81,11,2,-1
"Burien, WA",9/30/2017,404,73,56,74,9,-2,-8
"Burien, WA",10/31/2017,410,52,52,55,9,0,-2
"Burien, WA",11/30/2017,425,56,24,43,12,3,-16
"Burien, WA",12/31/2017,363,36,47,44,20,8,-10
"Burien, WA",1/31/2018,437,39,48,44,9,-11,-20
"Burien, WA",2/28/2018,468,52,71,46,8,-1,-3
"Burien, WA",3/31/2018,505,64,79,64,8,0,0
"Burien, WA",4/30/2018,465,70,99,76,9,1,2
"Burien, WA",5/31/2018,476,77,89,96,7,-2,-1
"Burien, WA",6/30/2018,479,60,72,107,10,3,3
"Burien, WA",7/31/2018,400,59,67,115,16,6,7
"Burien, WA",8/31/2018,455,45,64,119,18,2,7
"Burien, WA",9/30/2018,392,46,53,113,23,5,14
"Burien, WA",10/31/2018,418,49,57,102,31,8,22
"Burien, WA",11/30/2018,402,61,19,75,35,4,23
"Burien, WA",12/31/2018,408,32,30,70,63,28,43
"Burien, WA",1/31/2019,433,24,34,77,41,-22,32
"Burien, WA",2/28/2019,408,30,69,86,21,-20,13
"Burien, WA",3/31/2019,443,58,70,73,9,-12,1
"Burien, WA",4/30/2019,470,83,103,92,8,-1,-1
"Burien, WA",5/31/2019,452,73,68,91,8,0,1
"Burien, WA",6/30/2019,440,66,64,91,11,3,1
"Burien, WA",7/31/2019,455,61,70,98,12,1,-4
"Burien, WA",8/31/2019,430,51,61,104,18,6,0
"Burien, WA",9/30/2019,468,56,33,80,23,5,0
"Burien, WA",10/31/2019,480,41,30,66,30,7,-1
"Burien, WA",11/30/2019,500,37,11,43,37,7,2
"Burien, WA",12/31/2019,466,29,37,34,44,7,-19
"Burien, WA",1/31/2020,440,36,37,37,50,6,9
"Burien, WA",2/29/2020,493,35,64,48,10,-40,-11
"Burien, WA",3/31/2020,473,38,48,64,6,-4,-3
"Burien, WA",4/30/2020,507,37,63,62,19,13,11
"Burien, WA",5/31/2020,500,57,64,70,12,-7,4
"Burien, WA",6/30/2020,495,57,80,83,7,-5,-4
"Burien, WA",7/31/2020,520,67,90,80,8,1,-4
"Burien, WA",8/31/2020,517,69,70,81,7,-1,-11
"Burien, WA",9/30/2020,489,82,64,64,11,4,-12
"Burien, WA",10/31/2020,504,59,41,52,8,-3,-22
"Burien, WA",11/30/2020,518,53,41,43,19,11,-18
"Burien, WA",12/31/2020,491,46,35,39,20,1,-24
"Burien, WA",1/31/2021,530,36,46,23,9,-11,-41
"Des Moines, WA",1/31/2012,185,19,32,131,116,32,38
"Des Moines, WA",2/29/2012,151,24,41,124,60,-56,-26
"Des Moines, WA",3/31/2012,168,31,33,113,96,36,24
"Des Moines, WA",4/30/2012,175,44,46,104,89,-7,-18
"Des Moines, WA",5/31/2012,189,37,31,98,103,14,44
"Des Moines, WA",6/30/2012,163,33,48,111,35,-68,-43
"Des Moines, WA",7/31/2012,148,36,42,114,32,-3,-48
"Des Moines, WA",8/31/2012,186,18,34,110,31,-1,-36
"Des Moines, WA",9/30/2012,170,36,31,102,38,7,-26
"Des Moines, WA",10/31/2012,173,24,27,97,43,5,-34
"Des Moines, WA",11/30/2012,196,34,22,85,50,7,-24
"Des Moines, WA",12/31/2012,186,23,23,74,55,5,-29
"Des Moines, WA",1/31/2013,168,16,41,83,63,8,-53
"Des Moines, WA",2/28/2013,175,27,50,76,21,-42,-39
"Des Moines, WA",3/31/2013,215,42,56,95,25,4,-71
"Des Moines, WA",4/30/2013,230,45,70,116,21,-4,-68
"Des Moines, WA",5/31/2013,221,46,51,121,24,3,-79
"Des Moines, WA",6/30/2013,226,42,53,131,15,-9,-20
"Des Moines, WA",7/31/2013,243,33,43,124,18,3,-14
"Des Moines, WA",8/31/2013,231,36,51,138,39,21,8
"Des Moines, WA",9/30/2013,191,44,27,123,42,3,4
"Des Moines, WA",10/31/2013,208,24,19,102,40,-2,-3
"Des Moines, WA",11/30/2013,230,36,18,94,69,29,19
"Des Moines, WA",12/31/2013,193,20,31,92,45,-24,-10
"Des Moines, WA",1/31/2014,227,16,46,94,12,-33,-51
"Des Moines, WA",2/28/2014,254,47,48,96,46,34,25
"Des Moines, WA",3/31/2014,254,36,58,92,30,-16,5
"Des Moines, WA",4/30/2014,231,44,71,98,15,-15,-6
"Des Moines, WA",5/31/2014,257,53,51,101,25,10,1
"Des Moines, WA",6/30/2014,267,45,45,103,27,2,12
"Des Moines, WA",7/31/2014,252,49,52,116,42,15,24
"Des Moines, WA",8/31/2014,267,32,55,131,14,-28,-25
"Des Moines, WA",9/30/2014,248,32,44,134,28,14,-14
"Des Moines, WA",10/31/2014,242,36,26,113,26,-2,-14
"Des Moines, WA",11/30/2014,258,35,25,107,39,13,-30
"Des Moines, WA",12/31/2014,260,25,28,102,51,12,6
"Des Moines, WA",1/31/2015,205,21,32,80,113,62,101
"Des Moines, WA",2/28/2015,281,43,41,83,79,-34,33
"Des Moines, WA",3/31/2015,253,38,68,92,27,-52,-3
"Des Moines, WA",4/30/2015,279,48,41,80,9,-18,-6
"Des Moines, WA",5/31/2015,283,51,49,81,15,6,-10
"Des Moines, WA",6/30/2015,280,53,67,97,14,-1,-13
"Des Moines, WA",7/31/2015,300,41,46,83,12,-2,-30
"Des Moines, WA",8/31/2015,297,45,37,72,16,4,2
"Des Moines, WA",9/30/2015,297,47,37,59,18,2,-10
"Des Moines, WA",10/31/2015,268,29,35,62,16,-2,-10
"Des Moines, WA",11/30/2015,275,40,23,50,12,-4,-27
"Des Moines, WA",12/31/2015,279,28,36,58,27,15,-24
"Des Moines, WA",1/31/2016,293,30,32,51,28,1,-85
"Des Moines, WA",2/29/2016,300,45,45,54,14,-14,-65
"Des Moines, WA",3/31/2016,350,32,63,73,7,-7,-20
"Des Moines, WA",4/30/2016,324,46,58,70,9,2,0
"Des Moines, WA",5/31/2016,292,51,67,88,8,-1,-7
"Des Moines, WA",6/30/2016,328,48,67,97,10,2,-4
"Des Moines, WA",7/31/2016,316,61,52,82,9,-1,-3
"Des Moines, WA",8/31/2016,320,47,60,93,26,17,10
"Des Moines, WA",9/30/2016,361,41,43,91,13,-13,-5
"Des Moines, WA",10/31/2016,326,36,28,81,34,21,18
"Des Moines, WA",11/30/2016,290,37,28,73,23,-11,11
"Des Moines, WA",12/31/2016,256,30,23,51,19,-4,-8
"Des Moines, WA",1/31/2017,328,40,36,48,43,24,15
"Des Moines, WA",2/28/2017,350,36,60,47,18,-25,4
"Des Moines, WA",3/31/2017,375,44,44,43,11,-7,4
"Des Moines, WA",4/30/2017,385,54,72,61,7,-4,-2
"Des Moines, WA",5/31/2017,360,53,63,63,7,0,-1
"Des Moines, WA",6/30/2017,325,48,63,71,10,3,0
"Des Moines, WA",7/31/2017,383,48,75,80,11,1,2
"Des Moines, WA",8/31/2017,350,56,61,82,15,4,-11
"Des Moines, WA",9/30/2017,385,55,33,57,12,-3,-1
"Des Moines, WA",10/31/2017,376,42,34,47,26,14,-8
"Des Moines, WA",11/30/2017,432,41,14,32,17,-9,-6
"Des Moines, WA",12/31/2017,385,27,36,29,30,13,11
"Des Moines, WA",1/31/2018,405,32,37,36,11,-19,-32
"Des Moines, WA",2/28/2018,413,37,56,48,10,-1,-8
"Des Moines, WA",3/31/2018,400,37,62,55,7,-3,-4
"Des Moines, WA",4/30/2018,367,50,71,77,10,3,3
"Des Moines, WA",5/31/2018,415,45,68,101,9,-1,2
"Des Moines, WA",6/30/2018,399,49,60,103,8,-1,-2
"Des Moines, WA",7/31/2018,441,54,61,111,22,14,11
"Des Moines, WA",8/31/2018,393,42,41,109,30,8,15
"Des Moines, WA",9/30/2018,416,28,38,102,21,-9,9
"Des Moines, WA",10/31/2018,371,38,21,83,65,44,39
"Des Moines, WA",11/30/2018,417,42,19,65,49,-16,32
"Des Moines, WA",12/31/2018,400,31,30,67,37,-12,7
"Des Moines, WA",1/31/2019,465,26,26,63,24,-13,13
"Des Moines, WA",2/28/2019,368,31,49,64,25,1,15
"Des Moines, WA",3/31/2019,401,45,52,57,10,-15,3
"Des Moines, WA",4/30/2019,403,55,67,76,10,0,0
"Des Moines, WA",5/31/2019,423,39,54,71,6,-4,-3
"Des Moines, WA",6/30/2019,390,52,45,80,26,20,18
"Des Moines, WA",7/31/2019,425,45,48,85,20,-6,-2
"Des Moines, WA",8/31/2019,400,31,53,87,27,7,-3
"Des Moines, WA",9/30/2019,405,36,25,67,26,-1,5
"Des Moines, WA",10/31/2019,430,48,23,66,28,2,-37
"Des Moines, WA",11/30/2019,430,35,16,50,29,1,-20
"Des Moines, WA",12/31/2019,470,21,48,44,48,19,11
"Des Moines, WA",1/31/2020,465,41,43,38,43,-5,19
"Des Moines, WA",2/29/2020,420,53,60,59,11,-32,-14
"Des Moines, WA",3/31/2020,432,32,44,65,5,-6,-5
"Des Moines, WA",4/30/2020,427,30,48,58,13,8,3
"Des Moines, WA",5/31/2020,440,57,56,56,15,2,9
"Des Moines, WA",6/30/2020,480,54,73,62,8,-7,-18
"Des Moines, WA",7/31/2020,415,59,71,49,8,0,-12
"Des Moines, WA",8/31/2020,467,67,62,50,11,3,-16
"Des Moines, WA",9/30/2020,470,58,56,51,9,-2,-17
"Des Moines, WA",10/31/2020,465,59,37,40,10,1,-18
"Des Moines, WA",11/30/2020,472,58,23,24,12,2,-17
"Des Moines, WA",12/31/2020,520,35,31,14,20,8,-28
"Des Moines, WA",1/31/2021,534,40,26,12,8,-12,-35
"DuPont, WA",1/31/2012,285,7,10,34,92,28,25
"DuPont, WA",2/29/2012,261,10,21,37,82,-10,-34
"DuPont, WA",3/31/2012,267,6,16,34,30,-52,10
"DuPont, WA",4/30/2012,260,13,15,37,22,-8,-16
"DuPont, WA",5/31/2012,270,11,6,31,28,6,-11
"DuPont, WA",6/30/2012,280,13,14,33,26,-2,-26
"DuPont, WA",7/31/2012,255,8,7,34,8,-18,-37
"DuPont, WA",8/31/2012,257,6,10,33,92,84,23
"DuPont, WA",9/30/2012,290,4,10,27,29,-63,-43
"DuPont, WA",10/31/2012,274,10,5,26,48,19,30
"DuPont, WA",11/30/2012,229,5,8,23,5,-43,-105
"DuPont, WA",12/31/2012,299,4,20,35,47,42,-17
"DuPont, WA",1/31/2013,335,4,20,44,32,-15,-60
"DuPont, WA",2/28/2013,300,7,18,43,27,-5,-55
"DuPont, WA",3/31/2013,242,13,28,52,40,13,10
"DuPont, WA",4/30/2013,277,18,22,47,33,-7,11
"DuPont, WA",5/31/2013,289,18,17,42,32,-1,4
"DuPont, WA",6/30/2013,250,21,19,47,48,16,22
"DuPont, WA",7/31/2013,337,11,19,47,26,-22,18
"DuPont, WA",8/31/2013,303,14,16,47,54,28,-38
"DuPont, WA",9/30/2013,280,13,11,44,48,-6,19
"DuPont, WA",10/31/2013,282,10,8,37,34,-14,-14
"DuPont, WA",11/30/2013,216,14,7,29,79,45,74
"DuPont, WA",12/31/2013,197,9,14,29,116,37,69
"DuPont, WA",1/31/2014,276,7,18,38,107,-9,75
"DuPont, WA",2/28/2014,299,9,24,48,35,-72,8
"DuPont, WA",3/31/2014,255,6,33,52,8,-27,-32
"DuPont, WA",4/30/2014,306,25,29,63,24,16,-9
"DuPont, WA",5/31/2014,265,13,25,73,17,-7,-15
"DuPont, WA",6/30/2014,252,13,21,68,27,10,-21
"DuPont, WA",7/31/2014,269,17,22,70,35,8,9
"DuPont, WA",8/31/2014,273,12,16,67,47,12,-7
"DuPont, WA",9/30/2014,272,11,15,60,49,2,1
"DuPont, WA",10/31/2014,289,8,3,52,29,-20,-5
"DuPont, WA",11/30/2014,229,5,9,44,86,57,7
"DuPont, WA",12/31/2014,245,11,11,41,139,53,23
"DuPont, WA",1/31/2015,269,7,17,37,100,-39,-7
"DuPont, WA",2/28/2015,291,14,18,36,124,24,89
"DuPont, WA",3/31/2015,292,14,23,35,45,-79,37
"DuPont, WA",4/30/2015,292,19,23,38,15,-30,-9
"DuPont, WA",5/31/2015,258,18,23,43,23,8,6
"DuPont, WA",6/30/2015,326,26,10,34,35,12,8
"DuPont, WA",7/31/2015,276,15,14,38,58,23,23
"DuPont, WA",8/31/2015,269,9,16,31,54,-4,7
"DuPont, WA",9/30/2015,295,18,11,29,35,-19,-14
"DuPont, WA",10/31/2015,300,7,7,26,64,29,35
"DuPont, WA",11/30/2015,260,13,10,21,31,-33,-55
"DuPont, WA",12/31/2015,300,14,10,19,60,29,-79
"DuPont, WA",1/31/2016,296,10,24,24,12,-48,-88
"DuPont, WA",2/29/2016,305,15,21,21,33,21,-91
"DuPont, WA",3/31/2016,260,20,25,27,7,-26,-38
"DuPont, WA",4/30/2016,285,17,28,29,10,3,-5
"DuPont, WA",5/31/2016,350,23,27,32,14,4,-9
"DuPont, WA",6/30/2016,306,25,23,23,16,2,-19
"DuPont, WA",7/31/2016,285,26,23,30,15,-1,-43
"DuPont, WA",8/31/2016,320,15,12,22,38,23,-16
"DuPont, WA",9/30/2016,295,13,11,15,12,-26,-23
"DuPont, WA",10/31/2016,305,17,16,13,17,5,-47
"DuPont, WA",11/30/2016,298,14,6,13,26,9,-5
"DuPont, WA",12/31/2016,294,16,13,10,25,-1,-35
"DuPont, WA",1/31/2017,267,11,15,7,10,-15,-2
"DuPont, WA",2/28/2017,285,15,42,18,22,12,-11
"DuPont, WA",3/31/2017,290,23,37,19,4,-18,-3
"DuPont, WA",4/30/2017,325,31,39,26,5,1,-5
"DuPont, WA",5/31/2017,318,40,36,35,6,1,-8
"DuPont, WA",6/30/2017,325,33,25,28,6,0,-10
"DuPont, WA",7/31/2017,325,27,15,18,14,8,-1
"DuPont, WA",8/31/2017,323,26,12,14,22,8,-16
"DuPont, WA",9/30/2017,286,19,17,12,36,14,24
"DuPont, WA",10/31/2017,319,15,15,11,10,-26,-7
"DuPont, WA",11/30/2017,244,10,9,8,14,4,-12
"DuPont, WA",12/31/2017,313,20,18,7,10,-4,-15
"DuPont, WA",1/31/2018,306,14,22,7,8,-2,-2
"DuPont, WA",2/28/2018,320,25,40,17,5,-3,-17
"DuPont, WA",3/31/2018,342,22,29,12,6,1,2
"DuPont, WA",4/30/2018,359,31,47,26,4,-2,-1
"DuPont, WA",5/31/2018,341,30,44,22,4,0,-2
"DuPont, WA",6/30/2018,352,50,27,25,6,2,0
"DuPont, WA",7/31/2018,355,30,25,25,16,10,2
"DuPont, WA",8/31/2018,374,21,16,14,17,1,-5
"DuPont, WA",9/30/2018,330,33,20,9,20,3,-16
"DuPont, WA",10/31/2018,317,14,10,9,10,-10,0
"DuPont, WA",11/30/2018,265,9,10,10,8,-2,-6
"DuPont, WA",12/31/2018,322,13,20,12,39,31,29
"DuPont, WA",1/31/2019,347,9,19,13,14,-25,6
"DuPont, WA",2/28/2019,337,19,24,8,8,-6,3
"DuPont, WA",3/31/2019,353,30,36,11,7,-1,1
"DuPont, WA",4/30/2019,375,35,33,17,4,-3,0
"DuPont, WA",5/31/2019,365,29,30,14,5,1,1
"DuPont, WA",6/30/2019,388,29,23,11,9,4,3
"DuPont, WA",7/31/2019,350,25,17,9,8,-1,-8
"DuPont, WA",8/31/2019,385,22,36,9,7,-1,-10
"DuPont, WA",9/30/2019,350,17,11,7,4,-3,-16
"DuPont, WA",10/31/2019,340,22,6,1,5,1,-5
"DuPont, WA",11/30/2019,362,15,24,4,12,7,4
"DuPont, WA",12/31/2019,354,18,18,6,5,-7,-34
"DuPont, WA",1/31/2020,365,13,13,4,3,-2,-11
"DuPont, WA",2/29/2020,406,14,20,7,4,1,-4
"DuPont, WA",3/31/2020,373,20,21,14,3,-1,-4
"DuPont, WA",4/30/2020,421,17,20,9,2,-1,-2
"DuPont, WA",5/31/2020,379,18,31,6,3,1,-2
"DuPont, WA",6/30/2020,410,39,26,8,3,0,-6
"DuPont, WA",7/31/2020,415,28,18,12,3,0,-5
"DuPont, WA",8/31/2020,408,16,18,7,6,3,-1
"DuPont, WA",9/30/2020,410,21,17,5,4,-2,0
"DuPont, WA",10/31/2020,425,15,9,2,5,1,0
"DuPont, WA",11/30/2020,430,19,8,1,6,1,-6
"DuPont, WA",12/31/2020,445,8,10,0,5,-1,0
"DuPont, WA",1/31/2021,448,10,17,4,3,-2,0
"Edmonds, WA",1/31/2012,320,40,77,221,95,46,-18
"Edmonds, WA",2/29/2012,320,53,69,196,82,-13,0
"Edmonds, WA",3/31/2012,300,75,94,188,91,9,4
"Edmonds, WA",4/30/2012,325,81,104,201,47,-44,7
"Edmonds, WA",5/31/2012,358,78,97,195,21,-26,-32
"Edmonds, WA",6/30/2012,311,80,93,190,24,3,-45
"Edmonds, WA",7/31/2012,339,82,78,178,31,7,-38
"Edmonds, WA",8/31/2012,302,75,58,172,25,-6,-32
"Edmonds, WA",9/30/2012,314,61,51,138,47,22,-50
"Edmonds, WA",10/31/2012,332,57,46,111,29,-18,-58
